komishinichatti	ኮሚሺኒቸቲ
abbaasheetiin	አባሼቲን
daran	ደረን
kan	ከን
jaal	ጃል
atamtu	አተምቱ
turte	ቱርቴ
dhuguma	ዱግመ
kooriyaan	ኮሪያን
kaabaa	ካባ
qondaalashee	ቆንዳለሼ
ajjeefteettii	አጄፍቴቲ
obboleessashee	ኦብቦሌሰሼ
kan	ከን
amma	አመ
aangoo	ኣንጎ
harkaa	ሀርካ
qaban	ቀበን
kim	ኪም
jong	ጆንግ
un	ኡን
waliinis	ወሊኒስ
hariiroo	ሀሪሮ
siyaasaa	ሲያሳ
cimaa	ጪማ
qabu	ቀቡ
waltajjiiwwan	ወልተጂወን
siyaasaa	ሲያሳ
biyya	ቢየ
keessaa	ኬሳ
fi	ፊ
idil	ኢዲል
addunyaarratti	አዱኛረቲ
akkaan	አካን
bira	ቢረ
dhaabbattee	ዳበቴ
milkeessitee	ሚልኬሲቴ
beekti	ቤክቲ
garuu	ገሩ
maal	ማል
godhuree	ጎዱሬ
dubartiidha	ዱበርቲዳ
aangoo	ኣንጎ
biyya	ቢየ
bulchuu	ቡልቹ
gonfatti	ጎንፈቲ
jedhanii	ጄዳኒ
yaaduun	ያዱን
ni	ኒ
ulfaata	ኡልፋተ
akkaataa	አካታ
duudhaa	ዱዳ
siyaasaa	ሲያሳ
kooriyaa	ኮሪያ
kaabaatti	ካባቲ
aangoon	ኣንጎን
biyya	ቢየ
bulchuu	ቡልቹ
kan	ከን
dhiirotaati	ዲሮታቲ
lammaffaan	ለመፋን
ammoo	አሞ
obboleessa	ኦብቦሌሰ
hangaa	ሀንጋ
kim	ኪም
jon	ጆን
un	ኡን
kan	ከን
ta	ተ
an	አን
kim	ኪም
jong	ጆንግ
chul	ቹል
jedhamu	ጄዳሙ
namni	ነምኒ
kun	ኩን
garuu	ገሩ
siyaasa	ሲያሰ
keessatti	ኬሰቲ
hirmaachuuf	ሂርማቹፍ
fedhii	ፌዲ
agarsiisanii	አገርሲሰኒ
hin	ሂን
beekan	ቤከን
kan	ከን
dhumaa	ዱማ
ammoo	አሞ
kim	ኪም
pyong	pዮንግ
il	ኢል
jedhamu	ጄዳሙ
haadha	ሃዳ
buddeenaa	ቡዴና
kim	ኪም
jong	ጆንግ
un	ኡን
tu	ቱ
maatii	ማቲ
kiim	ኪኢም
tti	ቲ
of	ኦፍ
dabaltee	ደበልቴ
godhatte	ጎዳቴ
bara	በረ
awurooppaatti	አዉሮppኣቲ
ergamee	ኤርገሜ
ambaasaaddara	አምባሳደረ
ta	ተ
ee	ኤ
biyyoota	ቢዮተ
hedduu	ሄዱ
keessatti	ኬሰቲ
hojjeteera	ሆጄቴረ
bara	በረ
darbe	ደርቤ
ture	ቱሬ
kooriyaa	ኮሪያ
kaabaatti	ካባቲ
kan	ከን
deebi	ዴቢ
e	ኤ
kanaafuu	ከናፉ
carraan	ጨራን
aangoo	ኣንጎ
biyya	ቢየ
bulchuu	ቡልቹ
argachuusaa	አርገቹሳ
gadi	ገዲ
aanaadha	ኣናዳ
yeroo	ዬሮ
ammaa	አማ
hoogganaatti	ሆገናቲ
aanee	ኣኔ
namni	ነምኒ
gameessi	ገሜሲ
kooriyaa	ኮሪያ
kaabaa	ካባ
eenyu	ኤኙ
ergamaa	ኤርገማ
addaa	አዳ
kim	ኪም
jong	ጆንግ
un	ኡን
choe	ቾኤ
ryong	ርዮንግ
hae	ሀኤ
mirga	ሚርገ
qondaaltota	ቆንዳልቶተ
biyya	ቢየ
alaa	አላ
waliin	ወሊን
madda	መደ
suuraa	ሱራ
alexander	አሌጠንዴር
nemenov	ኔሜኖv
afp	አፍp
via	vኢአ
getty	ጌትይ
images	ኢመጌስ
ibsa	ኢብሰ
waa	ዋ
ee	ኤ
suuraa	ሱራ
ergamaa	ኤርገማ
addaa	አዳ
kim	ኪም
jong	ጆንግ
un	ኡን
choe	ቾኤ
ryong	ርዮንግ
hae	ሀኤ
mirga	ሚርገ
qondaaltota	ቆንዳልቶተ
biyya	ቢየ
alaa	አላ
waliin	ወሊን
bara	በረ
bulchiinsa	ቡልቺንሰ
kiim	ኪኢም
jong	ጆንግ
un	ኡን
keessa	ኬሰ
namoonni	ነሞኒ
maatii	ማቲ
kiim	ኪኢም
ala	አለ
ta	ተ
an	አን
kanneen	ከኔን
siyaasa	ሲያሰ
biyyattii	ቢየቲ
keessatti	ኬሰቲ
qodda	ቆደ
guddaa	ግዳ
ba	በ
ataa	አታ
jiranis	ጂረኒስ
hedduudha	ሄዱዳ
tokko	ቶኮ
choe	ቾኤ
ryong	ርዮንግ
hae	ሀኤ
jedhama	ጄዳመ
bara	በረ
bulchiinsa	ቡልቺንሰ
kiim	ኪኢም
jong	ጆንግ
un	ኡን
bu	ቡ
aa	ኣ
ba	በ
ii	ኢኢ
hedduu	ሄዱ
keessa	ኬሰ
darbeera	ደርቤረ
yeroo	ዬሮ
ammaa	አማ
dura	ዱረ
taa	ታ
aa	ኣ
itti	ኢቲ
aanaa	ኣና
komishinii	ኮሚሺኒ
dhimma	ዲመ
biyyaati	ቢያቲ
choe	ቾኤ
damee	ደሜ
humna	ሁምነ
waraanaa	ወራና
fi	ፊ
paartii	pኣርቲ
biyya	ቢየ
bulchu	ቡልቹ
keessatti	ኬሰቲ
sadarkaa	ሰደርካ
hooggansaa	ሆገንሳ
gurguddaarra	ግርግዳረ
turan	ቱረን
dhaabbata	ዳበተ
dhimma	ዲመ
biyyattii	ቢየቲ
ilaalu	ኢላሉ
keessattis	ኬሰቲስ
hogganaa	ሆገና
ta	ተ
anii	አኒ
hojjetaa	ሆጄታ
turan	ቱረን
kanaafuu	ከናፉ
namni	ነምኒ
kun	ኩን
siyaasa	ሲያሰ
biyyattii	ቢየቲ
yeroo	ዬሮ
ammaa	አማ
keessatti	ኬሰቲ
nam	ነም
jabaa	ጀባ
lammaffaadha	ለመፋዳ
jedhamee	ጄዳሜ
amanama	አመነመ
walumaa	ወሉማ
galatti	ገለቲ
yeroo	ዬሮ
ammaa	አማ
ebelutu	ኤቤሉቱ
aangoo	ኣንጎ
qabata	ቀበተ
jedhanii	ጄዳኒ
dubbachuun	ዱበቹን
ni	ኒ
ulfaata	ኡልፋተ
kan	ከን
fedhii	ፌዲ
guddaa	ግዳ
agarsiisaa	አገርሲሳ
jirtuu	ጂርቱ
fi	ፊ
qalbii	ቀልቢ
uummataa	ኡመታ
keesa	ኬሰ
seentee	ሴንቴ
jirtu	ጂርቱ
obboleettiin	ኦብቦሌቲን
kim	ኪም
jong	ጆንግ
un	ኡን
ammoo	አሞ
dubartiidha	ዱበርቲዳ
kooriyaa	ኮሪያ
kaabaatti	ካባቲ
ammoo	አሞ
dhiirri	ዲሪ
biyya	ቢየ
bulchuun	ቡልቹን
duudhaa	ዱዳ
siyaasaati	ሲያሳቲ
eenyutu	ኤኙቱ
as	አስ
ba	በ
a	አ
laata	ላተ
kan	ከን
waliin	ወሊን
ilaallu	ኢላሉ
ta	ተ
a	አ
qondaaltonni	ቆንዳልቶኒ
aardii	ኣርዲ
afrikaatti	አፍሪካቲ
talaallii	ተላሊ
dhiyeessuuf	ዲዬሱፍ
yaalan	ያለን
akka	አከ
jedhanitti	ጄዳኒቲ
afrikaan	አፍሪካን
talaallii	ተላሊ
covid	ጮvኢድ
dhaabbata	ዳበተ
fayyaa	ፈያ
addunyaan	አዱኛን
raggaasifame	ረጋሲፈሜ
argachuuf	አርገቹፍ
torbanoota	ቶርበኖተ
miti	ሚቲ
ji	ጂ
oota	ኦኦተ
turuu	ቱሩ
dandeessi	ደንዴሲ
hanga	ሀንገ
ammaatti	አማቲ
talaalliin	ተላሊን
doozii	ዶzኢኢ
miiliyoona	ሚሊዮነ
lammiilee	ለሚሌ
ardichaa	አርዲቻ
biiliyoona	ቢሊዮነ
keessaa	ኬሳ
talaalchisuu	ተላልቺሱ
kan	ከን
danda	ደንደ
waadaa	ዋዳ
galameera	ገለሜረ
ofittummaan	ኦፊቱማን
biyyootii	ቢዮቲ
dureeyyii	ዱሬዪ
hanqinni	ሀንቂኒ
fandii	ፈንዲ
qajeelfamootaa	ቀጄልፈሞታ
fi	ፊ
uulaagaleen	ኡላገሌን
guutamuu	ጉተሙ
qaban	ቀበን
raabsa	ራብሰ
talaallii	ተላሊ
kanaa	ከና
boodatti	ቦደቲ
hambisaa	ሀምቢሳ
jiru	ጂሩ
addunyaan	አዱኛን
fiixee	ፊጤኤ
kufaatii	ኩፋቲ
hamileerra	ሀሚሌረ
jirti	ጂርቲ
gatiin	ገቲን
isaa	ኢሳ
ammoo	አሞ
jireenyaa	ጂሬኛ
fi	ፊ
lubbuu	ሉቡ
biyyootii	ቢዮቲ
hiyeeyyiin	ሂዬዪን
kan	ከን
kaffalamu	ከፈለሙ
ta	ተ
a	አ
jechuun	ጄቹን
hogganaan	ሆገናን
dhaabbata	ዳበተ
fayyaa	ፈያ
addunyaa	አዱኛ
dr	ድር
teedros	ቴድሮስ
adihaanoom	አዲሃኖም
gabrayyesuus	ገብረዬሱስ
akeekkachiisaniiru	አኬከቺሰኒሩ
kaanadaan	ካነዳን
qorichoota	ቆሪቾተ
heddumminaan	ሄዱሚናን
gara	ገረ
alaa	አላ
erguu	ኤርጉ
dhorkite	ድኦርኪቴ
qorichoonni	ቆሪቾኒ
du	ዱ
aatii	ኣቲ
sababii	ሰበቢ
covid	ጮvኢድ
n	ን
dhufu	ዱፉ
hir	ሂር
isu	ኢሱ
jedhaman	ጄዳመን
lama	ለመ
dabalataan	ደበለታን
argaman	አርገመን
walqixxuummaan	ወልቂጡማን
akka	አከ
jiraatuuf	ጂራቱፍ
waamichi	ዋሚቺ
taasisamu	ታሲሰሙ
dabalaa	ደበላ
jira	ጂረ
biyyoota	ቢዮተ
dureeyyii	ዱሬዪ
ta	ተ
aniif	አኒፍ
talaalliin	ተላሊን
miiliyoona	ሚሊዮነ
ta	ተ
an	አን
kan	ከን
ramadaman	ረመደመን
yoo	ዮ
ta	ተ
u	ኡ
biyya	ቢየ
hiyyeetti	ሂይቲ
tokkoof	ቶኮፍ
garuu	ገሩ
talaalli	ተላሊ
qofaatu	ቆፋቱ
keenname	ኬነሜ
jedhu	ጄዱ
dr	ድር
teedros	ቴድሮስ
miiliyoona	ሚሊዮነ
miti	ሚቲ
miti	ሚቲ
qofadha	ቆፈዳ
jechuun	ጄቹን
maqaa	መቃ
biyyichaa	ቢዪቻ
utuu	ኡቱ
hin	ሂን
dubbatiin	ዱበቲን
ibsaniiru	ኢብሰኒሩ
aanga	ኣንገ
aan	ኣን
kun	ኩን
hanga	ሀንገ
ammaatti	አማቲ
talaalliiwwaa	ተላሊዋ
ijoo	ኢጆ
biyyoota	ቢዮተ
lixaa	ሊጣ
ji	ጂ
a	አ
lama	ለመ
dura	ዱረ
awuroppaa	አዉሮppኣ
ga	ገ
an	አን
keessaa	ኬሳ
hanga	ሀንገ
ammaatti	አማቲ
afrikaa	አፍሪካ
kan	ከን
ga	ገ
e	ኤ
hin	ሂን
jiru	ጂሩ
walta	ወልተ
insi	ኢንሲ
dhaabbilee	ዳቢሌ
fi	ፊ
rogeessotaa	ሮጌሶታ
the	ትሄ
people	pኤኦpሌ
vaccine	vአጪኔ
alliance	አሊአንጬ
jedhamu	ጄዳሙ
biyyootiin	ቢዮቲን
dureeyyi	ዱሬዪ
ummata	ኡመተ
addunyaa	አዱኛ
qofa	ቆፈ
bakka	በከ
bu	ቡ
an	አን
talaallii	ተላሊ
abdii	አብዲ
qaban	ቀበን
hunda	ሁንደ
keessaa	ኬሳ
walakkaa	ወለካ
ol	ኦል
bitaniru	ቢተኒሩ
jedha	ጄዳ
kana	ከነ
jechuun	ጄቹን
talaallii	ተላሊ
moderna	ሞዴርነ
bara	በረ
f	ፍ
qophaa	ቆጳ
e	ኤ
hundasaa	ሁንደሳ
fi	ፊ
talaalli	ተላሊ
pfizer	pፊzኤር
omishamuuf	ኦሚሸሙፍ
karoorfame	ከሮርፈሜ
keessaa	ኬሳ
ammoo	አሞ
bitaniiru	ቢተኒሩ
jechuudha	ጄቹዳ
dhaabbati	ዳበቲ
xiinxalaa	ጢንጠላ
airfinity	አኢርፊኒትይ
jedhamuutti	ጄዳሙቲ
biyyoota	ቢዮተ
dureeyyi	ዱሬዪ
kunneen	ኩኔን
keessa	ኬሰ
kaanadaan	ካነዳን
dursiitu	ዱርሲቱ
yoo	ዮ
taatu	ታቱ
talaalli	ተላሊ
lammilee	ለሚሌ
kaanadaa	ካነዳ
hundaaf	ሁንዳፍ
si	ሲ
a	አ
shan	ሸን
kennamuu	ኬነሙ
danda	ደንደ
u	ኡ
ajajjeetti	አጀጄቲ
jechuudha	ጄቹዳ
jedha	ጄዳ
ajaji	አጀጂ
talaallii	ተላሊ
isaan	ኢሳን
taasisan	ታሲሰን
kun	ኩን
ammoo	አሞ
biyyootiin	ቢዮቲን
hiyyeeyyii	ሂይዪ
utuu	ኡቱ
hin	ሂን
argatiin	አርገቲን
kaanadaaf	ካነዳፍ
kennamuu	ኬነሙ
qaba	ቀበ
jechuudha	ጄቹዳ
bu	ቡ
aa	ኣ
guddaa	ግዳ
hin	ሂን
barbaadiinaa	በርባዲና
afrikaa	አፍሪካ
keessatti	ኬሰቲ
hallii	ሀሊ
kun	ኩን
yaadannoo	ያደኖ
bara	በረ
ootaa	ኦኦታ
yeroo	ዬሮ
wal	ወል
aansi	ኣንሲ
hiv	ሂv
aids	አኢድስ
arv	አርv
jedhamu	ጄዳሙ
us	ኡስ
keessatti	ኬሰቲ
oomishame	ኦኦሚሸሜ
yaaddachiisa	ያደቺሰ
aardiin	ኣርዲን
kun	ኩን
lakkoofsa	ለኮፍሰ
namoota	ነሞተ
hiv	ሂv
n	ን
hubamanii	ሁበመኒ
isa	ኢሰ
guddaa	ግዳ
qabaattus	ቀባቱስ
wal	ወል
aansi	ኣንሲ
lubbuu	ሉቡ
baraaru	በራሩ
kun	ኩን
afrikaa	አፍሪካ
ga	ገ
uuf	ኡፍ
gara	ገረ
wagga	ወገ
ja	ጀ
aa	ኣ
itti	ኢቲ
fudhate	ፉዳቴ
waggaa	ወጋ
kudhan	ኩዳን
keessatti	ኬሰቲ
yeroo	ዬሮ
lammileen	ለሚሌን
miiliyoona	ሚሊዮነ
ta	ተ
an	አን
rakkoo	ረኮ
aids	አኢድስ
n	ን
wal	ወል
qabateen	ቀበቴን
lubbuu	ሉቡ
isaanii	ኢሳኒ
dhaban	ዳበን
us	ኡስ
keessatti	ኬሰቲ
ammo	አሞ
lakkoofsi	ለኮፍሲ
namoota	ነሞተ
du	ዱ
anii	አኒ
hir	ሂር
isee	ኢሴ
akka	አከ
ture	ቱሬ
qorannoon	ቆረኖን
dhabbata	ዳበተ
to	ቶ
annoo	አኖ
fi	ፊ
ittisa	ኢቲሰ
dhibee	ዲቤ
afrikaa	አፍሪካ
ni	ኒ
ibsa	ኢብሰ
afrikaa	አፍሪካ
kibbaatti	ኪባቲ
nama	ነመ
talaallii	ተላሊ
fudhachaa	ፉዳቻ
jiru	ጂሩ
madda	መደ
suuraa	ሱራ
reuters	ሬኡቴርስ
hooggantuun	ሆገንቱን
dhaabata	ዳበተ
gargaarsa	ገርጋርሰ
unaids	ኡነኢድስ
winii	ዊኒ
biyanyimaa	ቢየኚማ
kanneen	ከኔን
omishtoota	ኦሚሽቶተ
talaallii	ተላሊ
covid	ጮvኢድ
wal	ወል
qixxummaan	ቂጡማን
talaalichi	ተላሊቺ
akka	አከ
raabsamuuf	ራብሰሙፍ
gaafatan	ጋፈተን
keessa	ኬሰ
tokodha	ቶኮዳ
akka	አከ
isaan	ኢሳን
kasaaraniif	ከሳረኒፍ
gaafachaa	ጋፈቻ
jirra	ጂረ
miti	ሚቲ
jechuun	ጄቹን
bbctti	ብብጭቲ
himteetti	ሂምቴቲ
gatiin	ገቲን
wal	ወል
aansa	ኣንሰ
arv	አርv
nama	ነመ
tokkoof	ቶኮፍ
doolaara	ዶላረ
ture	ቱሬ
wagga	ወገ
tokkotti	ቶኮቲ
gara	ገረ
doolaara	ዶላረ
tti	ቲ
hir	ሂር
ise	ኢሴ
dhabbileen	ዳቢሌን
qoricha	ቆሪቸ
oomishaan	ኦኦሚሻን
talaallii	ተላሊ
covid	ጮvኢድ
fis	ፊስ
mala	መለ
wal	ወል
fakkaata	ፈካተ
akka	አከ
fayyadamaniifi	ፈየደመኒፊ
bu	ቡ
aa	ኣ
guddaa	ግዳ
buufachuutiin	ቡፈቹቲን
akka	አከ
hin	ሂን
durfamne	ዱርፈምኔ
akka	አከ
barbaaddu	በርባዱ
ibsiteetti	ኢብሲቴቲ
utuu	ኡቱ
foormulaa	ፎርሙላ
talaallichaa	ተላሊቻ
qoodaniillee	ቆደኒሌ
bu	ቡ
aa	ኣ
buufachuu	ቡፈቹ
ni	ኒ
danda	ደንደ
u	ኡ
jetti	ጄቲ
dabaree	ደበሬ
eeguu	ኤጉ
dhiisuu	ዲሱ
hoogganaan	ሆገናን
dhaabbata	ዳበተ
fayyaa	ፈያ
addunyaas	አዱኛስ
walqixxummaan	ወልቂጡማን
akka	አከ
jiraatuuf	ጂራቱፍ
gaafataniiru	ጋፈተኒሩ
utuu	ኡቱ
wa	ወ
ee	ኤ
walqixxummaa	ወልቂጡማ
haasa	ሃሰ
anii	አኒ
biyyoonnii	ቢዮኒ
fi	ፊ
dhaabbileen	ዳቢሌን
tokko	ቶኮ
tokko	ቶኮ
waligaltee	ወሊገልቴ
offitummaan	ኦፊቱማን
guute	ጉቴ
gaggeessu	ገጌሱ
mala	መለ
covax	ጮvአጥ
dagatu	ደገቱ
gatii	ገቲ
qaalessu	ቃሌሱ
akkasumas	አከሱመስ
dabaree	ደበሬ
isaanii	ኢሳኒ
eeguu	ኤጉ
dhiisu	ዲሱ
jedhan	ጄዳን
covax	ጮvአጥ
dhaabbata	ዳበተ
who	ውሆ
fi	ፊ
dhaaba	ዳበ
vaccine	vአጪኔ
alliance	አሊአንጬ
n	ን
raabsamni	ራብሰምኒ
talaalli	ተላሊ
covid	ጮvኢድ
addunyaa	አዱኛ
maraaf	መራፍ
wal	ወል
qixa	ቂጠ
akka	አከ
ta	ተ
uuf	ኡፍ
qophaa	ቆጳ
edha	ኤዳ
gaaffiin	ጋፊን
itoophiyaa	ኢቶጲያ
talaallii	ተላሊ
covid	ጮvኢድ
argachuu	አርገቹ
attamiin	አተሚን
deebi	ዴቢ
a	አ
afrikaan	አፍሪካን
talaallii	ተላሊ
covid	ጮvኢድ
doozii	ዶzኢኢ
miiliyoona	ሚሊዮነ
argachuufi	አርገቹፊ
talaalliin	ተላሊን
ijoo	ኢጆ
hedduu	ሄዱ
osoo	ኦሶ
nageenyi	ነጌኚ
fi	ፊ
ragaan	ረጋን
ga	ገ
aalle	ኣሌ
hin	ሂን
kennaminiif	ኬነሚኒፍ
biyyootiin	ቢዮቲን
gurguddoo	ግርግዶ
dursanii	ዱርሰኒ
ajajatiiru	አጀጀቲሩ
jedhu	ጄዱ
hoogganaan	ሆገናን
omisha	ኦሚሸ
talaalli	ተላሊ
who	ውሆ
dame	ደሜ
afrikaa	አፍሪካ
covax	ጮvአጥ
maaliif	ማሊፍ
kana	ከነ
hin	ሂን
goone	ጎኔ
gaaffii	ጋፊ
jedhuuf	ጄዱፍ
fandii	ፈንዲ
argachuun	አርገቹን
hojii	ሆጂ
isa	ኢሰ
jalqabaa	ጀልቀባ
akka	አከ
ture	ቱሬ
himu	ሂሙ
hanga	ሀንገ
ammaatti	አማቲ
biyyootii	ቢዮቲ
galii	ገሊ
gadi	ገዲ
aanaa	ኣና
fi	ፊ
giddu	ጊዱ
galeessaa	ገሌሳ
f	ፍ
fandii	ፈንዲ
karoorfame	ከሮርፈሜ
doolaara	ዶላረ
biiliyoona	ቢሊዮነ
keessaa	ኬሳ
doolaarri	ዶላሪ
biiliyoon	ቢሊዮን
walitti	ወሊቲ
qabamuu	ቀበሙ
isaa	ኢሳ
vaccine	vአጪኔ
alliance	አሊአንጬ
gavii	ገvኢኢ
irraa	ኢራ
thabaanii	ትሀባኒ
mafosaa	መፎሳ
himaniru	ሂመኒሩ
dhaabbati	ዳበቲ
kun	ኩን
hanga	ሀንገ
ammaatti	አማቲ
biyyootii	ቢዮቲ
kana	ከነ
kan	ከን
biyyoota	ቢዮተ
afrikaa	አፍሪካ
hunda	ሁንደ
of	ኦፍ
keessatti	ኬሰቲ
qabatuuf	ቀበቱፍ
tallaallii	ተላሊ
biiliyoona	ቢሊዮነ
lama	ለመ
qopheessaniiru	ቆጴሰኒሩ
sana	ሰነ
keessa	ኬሰ
miiliyoona	ሚሊዮነ
kan	ከን
ta	ተ
an	አን
afrikaafidha	አፍሪካፊዳ
kenyans	ኬኘንስ
walk	ወልክ
past	pአስት
an	አን
informative	ኢንፎርመቲvኤ
mural	ሙረል
about	አቦኡት
the	ትሄ
coronavirus	ጮሮነvኢሩስ
along	አሎንግ
haile	ሀኢሌ
selassie	ሴለሲኤ
avenue	አvኤኑኤ
in	ኢን
nairobi	ነኢሮቢ
madda	መደ
suuraa	ሱራ
sopa	ሶpአ
images	ኢመጌስ
gamtaan	ገምታን
afrikaa	አፍሪካ
au	አኡ
miseensonni	ሚሴንሶኒ
isaa	ኢሳ
liqii	ሊቂ
doolaara	ዶላረ
biiliyoona	ቢሊዮነ
akka	አከ
gaafataniif	ጋፈተኒፍ
haala	ሃለ
kan	ከን
mijeesse	ሚጄሴ
ta	ተ
uu	ኡ
fi	ፊ
kunis	ኩኒስ
talaallii	ተላሊ
miiliyoona	ሚሊዮነ
argamsiisuu	አርገምሲሱ
akka	አከ
danda	ደንደ
u	ኡ
dura	ዱረ
taa	ታ
aan	ኣን
gamtaa	ገምታ
afrikaa	አፍሪካ
au	አኡ
pireezdaantiin	pኢሬzዳንቲን
afrikaa	አፍሪካ
kibbaa	ኪባ
siriil	ሲሪል
ramafoosa	ረመፎሰ
ibsaniiru	ኢብሰኒሩ
hojii	ሆጂ
guddaa	ግዳ
fandiin	ፈንዲን
kan	ከን
barbaachisu	በርባቺሱ
talaallii	ተላሊ
bituuf	ቢቱፍ
qofa	ቆፈ
miti	ሚቲ
biyyootiin	ቢዮቲን
talaallii	ተላሊ
isaanii	ኢሳኒ
argachuun	አርገቹን
dura	ዱረ
kutaa	ኩታ
kuusaa	ኩሳ
talaallii	ተላሊ
qopheessuuf	ቆጴሱፍ
hojjachaa	ሆጀቻ
jiru	ጂሩ
kuusaan	ኩሳን
kun	ኩን
keessumaa	ኬሱማ
talaallii	ተላሊ
pfizer	pፊzኤር
kan	ከን
qorra	ቆረ
c	ጭ
keessa	ኬሰ
tursamuu	ቱርሰሙ
qabuuf	ቀቡፍ
barbaachisaadha	በርባቺሳዳ
dhaabbati	ዳበቲ
unicef	ኡኒጬፍ
raabsa	ራብሰ
talaallii	ተላሊ
covid	ጮvኢድ
dhaabbata	ዳበተ
covax	ጮvአጥ
waliin	ወሊን
ta	ተ
uun	ኡን
raabsuuf	ራብሱፍ
jiru	ጂሩ
hojiin	ሆጂን
kun	ኩን
isa	ኢሰ
kanaan	ከናን
dura	ዱረ
bareerra	በሬረ
dachaan	ደቻን
hojii	ሆጂ
guddaa	ግዳ
jedha	ጄዳ
kun	ኩን
taasifamuu	ታሲፈሙ
isaa	ኢሳ
dura	ዱረ
garuu	ገሩ
biyyootiin	ቢዮቲን
bakka	በከ
talaallii	ተላሊ
kana	ከነ
itti	ኢቲ
kuusaniifi	ኩሰኒፊ
kennan	ኬነን
qopheeffachuu	ቆጴፈቹ
qabu	ቀቡ
beenjamiin	ቤንጀሚን
sikiraayber	ሲኪራይቤር
kan	ከን
unicefi	ኡኒጬፊ
f	ፍ
dhabbata	ዳበተ
covax	ጮvአጥ
qindeessaa	ቂንዴሳ
jiru	ጂሩ
raabsa	ራብሰ
kanaaf	ከናፍ
fandii	ፈንዲ
fi	ፊ
qophii	ቆጲ
ga	ገ
aa	ኣ
waan	ዋን
gone	ጎኔ
miti	ሚቲ
jedhee	ጄዴ
akka	አከ
yaadda	ያደ
u	ኡ
ibsa	ኢብሰ
hanqinni	ሀንቂኒ
qophii	ቆጲ
jiraatus	ጂራቱስ
talaallii	ተላሊ
haaraa	ሃራ
kana	ከነ
simachuu	ሲመቹ
irratti	ኢረቲ
afrikaa	አፍሪካ
irraa	ኢራ
abdii	አብዲ
akka	አከ
qabu	ቀቡ
ibsa	ኢብሰ
afrikaan	አፍሪካን
naannolee	ናኖሌ
biroo	ቢሮ
irraa	ኢራ
muuxannoo	ሙጠኖ
qabdi	ቀብዲ
waggooti	ወጎኦቲ
darban	ደርበን
keessatti	ኬሰቲ
talaalliiwwan	ተላሊወን
hedduu	ሄዱ
simatteetti	ሲመቴቲ
duula	ዱለ
talaallii	ተላሊ
irratti	ኢረቲ
muuxannoo	ሙጠኖ
gaarii	ጋሪ
qabdi	ቀብዲ
jedha	ጄዳ
ammatti	አመቲ
haalli	ሃሊ
biyyootiin	ቢዮቲን
tokkoon	ቶኮን
tokkoon	ቶኮን
isaani	ኢሳኒ
irra	ኢረ
jiran	ጂረን
hin	ሂን
beekamu	ቤከሙ
gaavii	ጋvኢኢ
irraa	ኢራ
mafoosaan	መፎሳን
akka	አከ
jedhanitti	ጄዳኒቲ
biyyootiin	ቢዮቲን
talaallii	ተላሊ
simachuuf	ሲመቹፍ
qophaa	ቆጳ
oo	ኦኦ
ta	ተ
uu	ኡ
isaanii	ኢሳኒ
ragaa	ረጋ
agarsiisu	አገርሲሱ
dhiyeessaa	ዲዬሳ
jiru	ጂሩ
talaalli	ተላሊ
tokko	ቶኮ
qofaatu	ቆፋቱ
who	ውሆ
n	ን
raggaasifame	ረጋሲፈሜ
biyyootiin	ቢዮቲን
kun	ኩን
utuu	ኡቱ
qophaa	ቆጳ
oo	ኦኦ
ta	ተ
aniiyyu	አኒዩ
garuu	ገሩ
rakkoon	ረኮን
qajeelfamaa	ቀጄልፈማ
jira	ጂረ
dhabbata	ዳበተ
covax	ጮvአጥ
jalatti	ጀለቲ
tallaalli	ተላሊ
who	ውሆ
n	ን
raggaasifame	ረጋሲፈሜ
qofaatu	ቆፋቱ
bitamuu	ቢተሙ
danda	ደንደ
a	አ
hanga	ሀንገ
ammaatti	አማቲ
namaaf	ነማፍ
kennamuuf	ኬነሙፍ
who	ውሆ
n	ን
kan	ከን
raggaasifamee	ረጋሲፈሜ
jiru	ጂሩ
talaalli	ተላሊ
pfizer	pፊzኤር
qofaadha	ቆፋዳ
talaalli	ተላሊ
modernaa	ሞዴርና
fi	ፊ
astrazenekaa	አስትረzኤኔካ
raggaasisuu	ረጋሲሱ
adeemsarra	አዴምሰረ
jira	ጂረ
biyyootiin	ቢዮቲን
guddatan	ግደተን
akka	አከ
us	ኡስ
fi	ፊ
eu	ኤኡ
dhabbilee	ዳቢሌ
who	ውሆ
bakka	በከ
bu	ቡ
uun	ኡን
talaallii	ተላሊ
raggaasisuu	ረጋሲሱ
danda	ደንደ
an	አን
waan	ዋን
qabaniif	ቀበኒፍ
kanaaf	ከናፍ
ragaa	ረጋ
barbaachisuun	በርባቺሱን
alatti	አለቲ
talaallii	ተላሊ
fayyadamuu	ፈየደሙ
danda	ደንደ
u	ኡ
biyyootiin	ቢዮቲን
hedduu	ሄዱ
talaallii	ተላሊ
who	ውሆ
n	ን
hin	ሂን
raggaasifne	ረጋሲፍኔ
kunneen	ኩኔን
raabsuu	ራብሱ
eegalaniiru	ኤገለኒሩ
siisheels	ሲሼልስ
morokoo	ሞሮኮ
fi	ፊ
masirii	መሲሪ
talaallii	ተላሊ
chaayinaa	ቻይና
sinopharm	ሲኖጵአርም
kan	ከን
fayyadamaa	ፈየደማ
jiran	ጂረን
yoo	ዮ
ta	ተ
u	ኡ
giiniin	ጊኒን
